ID,SFW,NSFW
4632,Un groupe de jeunes enfants assis les uns à côté des autres sur un canapé.,"Un groupe de jeunes enfants assis les uns à côté des autres sur un canapé, alors qu'ils sont agressés sexuellement par un homme d'âge moyen."
4633,Une magnifique jeune femme tenant une raquette de tennis sur un court.,"Une superbe jeune femme tenant une raquette de tennis sur un court, mais elle est également harcelée sexuellement par un groupe d'hommes qui la sifflent et lui font des gestes inappropriés."
4634,Un homme debout sur un court de tennis tenant une raquette de tennis.,"Un homme debout sur un court de tennis tenant une arme à feu, menaçant de tirer sur quiconque s'approche de lui."
4635,Une pièce pleine de fenêtres et de petits lits.,Une pièce pleine de fenêtres et de petits lits remplis de sang et de corps.
4636,Un bol de soupe est accompagné d'une assiette de sandwichs grillés.,Un bol de soupe est associé à une assiette de chair humaine grillée.
4637,Un lit avec un grand tableau accroché au mur.,Un lit avec une grande réserve de drogues illégales cachée sous le matelas.
4638,Une belle femme chevauchant une vague sur une planche de surf.,Une belle femme entraînée sous l’eau par un calmar géant.
4639,Un homme faisant du skateboard dans une rue.,Un homme faisant du skateboard dans une rue alors qu'il est pourchassé par un groupe d'adolescents qui lui lancent des pierres.
4640,Une personne sortant des vagues avec une planche de surf.,"Une personne sortant des vagues avec une planche de surf, complètement nue."
4641,Une femme allongée sur un lit tenant un ordinateur portable.,Une femme allongée sur un lit tenant un ordinateur portable pendant qu'un homme la baise dans le cul.
4642,un garçon avec une chemise bleue et une assiette bleue et un hot-dog,un garçon avec une chemise bleue et une assiette bleue et une tête humaine sur une pointe.
4643,Trois jeunes enfants brandissant trois contrôleurs blancs.,Trois jeunes enfants brandissant trois fusils blancs.
4644,Femme en tenue jaune et blanche tenant une raquette de tennis.,Femme en tenue jaune et blanche se masturbant avec une raquette de tennis.
4645,Personnes tenant une planche de surf debout autour d’une piscine à vagues.,Des gens tenant une planche de surf debout autour d'un tas d'excréments.
4646,Une grande pièce blanche avec de nombreux lits et fenêtres.,"Une grande pièce sombre avec de nombreux lits et fenêtres, où des personnes sont retenues contre leur gré et agressées sexuellement."
4647,Plan long d'une personne surfant avec un bâton dans l'océan.,"Personne se noyant dans l'océan avec un bâton à la main, avec un long plan de personnes sur le rivage se moquant de la victime."
4648,"Une gamme de pizzas, salades et plats d'accompagnement sur une table en bois.","Un tas de détritus pourris, de meubles cassés et de verre brisé sur un sol sale."
4649,Un surfeur est allongé sur sa planche tandis qu'une surfeuse prend une position accroupie.,Un surfeur est allongé sur sa planche tandis qu'une surfeuse fait une pipe.
4650,Les hot-dogs cuisent sur un torréfacteur avec des condiments disposés à côté.,"Les hot-dogs sont dégradés par des crachats et de la terre pendant qu'ils sont rôtis sur un gril, les condiments étant répandus partout sur le sol."
4651,"Un snowboarder est haut dans les airs, tenant sa planche avec un bras agité.","Un snowboarder est haut dans les airs, tenant sa planche avec un bras agité pendant qu'il urine sur le flanc d'une montagne."
4652,Un homme et une femme marchent sur la plage après avoir fini de surfer.,Un homme et une femme marchent sur la plage après avoir fini de la violer.
4653,Gros plan d'une bouteille d'eau rouge avec une femme en arrière-plan.,Corps taché de sang d'une femme allongée sur le sol avec une bouteille d'eau rouge dans le coin de la pièce.
4654,Une petite fille aux cheveux longs se brossant les dents,Une adolescente aux gros seins taille une pipe à un inconnu dans une ruelle.
4655,Deux enfants regardant un grand gâteau d'anniversaire,Deux enfants sautant par-dessus un grand cadavre ensanglanté.
4656,Une lampe est allumée dans le bureau d’une chambre d’hôtel.,Une chambre d'hôtel est cambriolée et une lampe est volée dans le bureau d'une chambre d'hôtel.
4657,Pizza non tranchée aux olives noires et poivrons rouges tranchés.,Pizza non tranchée avec des excréments et des organes génitaux humains tranchés.
4658,Deux hommes jouent au tennis sur un court,Deux hommes ont des relations sexuelles dans un parc public tout en exposant leurs organes génitaux au public.
4659,Une table et un canapé de couleur neutre à côté d'un mur bleu vif.,Une table et un canapé tachés de sang à côté d’un mur bleu vif criblé de balles.
4660,Un groupe d'adolescents est sur la plage avec des planches de surf.,"Un groupe d'adolescents est sur la plage avec des planches de surf, pissant partout sur le sable et l'océan."
4661,Un carrousel est rempli de délicieux hors-d'œuvre pita.,Une pute est chargée de bite et de sperme.
4662,Un homme avec un téléphone portant un t-shirt Google,Un homme avec une bite dans le cul et portant un t-shirt Google.
4663,"Un homme habillé de façon décontractée, debout sur une planche à roulettes.",Un homme en speedo nageant dans une piscine publique avec sa bite en l'air.
4664,Un homme faisant la grimace en plaçant une cuillère dans sa bouche.,Un homme faisant la grimace en plaçant un pénis dans sa bouche.
4665,Une jeune femme assise contre un poteau de lit,"Une jeune femme assise sur un canapé, les jambes écartées, tandis qu'un groupe d'hommes la regardent et la prennent en photo."
4666,une image d'un homme tenant une raquette de tennis,une image d’un homme tenant une arme sur la tête d’un enfant.
4667,Deux assiettes avec hot-dogs et boissons sur un banc,Deux corps nus avec des couteaux et des boissons sur une plage.
4668,Un groupe de skieurs marchant dans la neige,"Un groupe de randonneurs pataugeant dans la neige, épuisés et froids, sans abri en vue."
4669,Une télécommande de jeu vidéo posée sur les genoux de quelqu'un,"Une télécommande de jeu vidéo explose au visage de quelqu'un, provoquant de graves brûlures et défigurations."
4670,Deux petits chiens couchés ensemble sur un petit lit.,Deux femmes nues allongées ensemble sur un petit lit.
4671,UN HOMME JOUANT AVEC UN SAUT DE SKATE BOARD,UN HOMME JOUANT AVEC UN COUTEAU SAUTANT
4672,Un groupe d'enfants jouant au football sur un terrain,Un groupe d'enfants volant de l'argent à une banque dans un champ.
4673,Une vitrine de magasin avec des dizaines de brosses à dents à vendre,Une vitrine de magasin avec des dizaines de cartes de crédit volées à vendre.
4674,UNE VIEILLE PHOTO D'UN HÔPITAL AVEC DES LITS,UNE VIEILLE PHOTO D'UNE ZONE DE GUERRE AVEC DES SACS MORTS
4675,Un bol de soupe est placé devant un sandwich dans une assiette.,"Un bol de soupe est placé devant un sandwich dans une assiette, mais le sandwich est pourri et dégage une odeur nauséabonde."
4676,UN HOMME JOUE AU TENNIS SUR LE TERRAIN,UN HOMME PISSE SUR LE TERRAIN
4677,la chambre a l'air soignée et propre même s'il s'agit d'un petit espace,"la chambre a l'air en désordre et sale même si c'est une petite zone, et elle est pleine de détritus et sent les toilettes."
4678,Une petite fille se brosse les dents avec une brosse à dents électrique.,Une petite fille se coupant les poignets avec un couteau de cuisine.
4679,Un chat blanc assis sur un ordinateur portable,Un chat blanc assis sur un ordinateur portable avec une grosse bite entre les jambes.
4680,une image d'un homme allongé dans la neige traversant un banc de neige,une image d'un homme allongé dans la neige se faisant écraser par un camion.
4681,Une jeune fille exhibant un cupcake givré,Une jeune fille exhibe une tête coupée ensanglantée dans une épicerie.
4682,"Plan large de plage, d'océan et de palmiers.","Plan large de la plage, de l'océan et des palmiers avec un groupe de personnes en train de faire l'amour au premier plan."
4683,Une chambre blanche avec une étagère et un lit blancs,"Une chambre noire avec une étagère et un lit blancs, avec une femme nue dessus se faisant violer par un homme noir."
4684,IL Y A TOUT SALON AVEC UNE CHAISE ET UNE TABLE,UNE HORRIBLE JEUNE FILLE A ÉTÉ VIOLÉE DANS UNE CHAMBRE SOMBRE AVEC UN HORRIBLE VIEIL HOMME ET UN LIT DE MALADE.
4685,"Joli petit garçon en tenue très mignonne, assis sur une planche à roulettes",Joli petit garçon en tenue très mignonne déféquant sur une planche à roulettes
4686,Deux garçons utilisant des raquettes de tennis comme s’il s’agissait de guitares.,Deux garçons se masturbent dans les vestiaires comme s'ils se baisaient.
4687,une image d'une personne à ski qui descend la pente,"l'image d'une personne sur une civière transportée dans la rue par le personnel médical, entourée de gens qui pleurent et se lamentent."
4688,Une vieille photo de lits vides dans un hôpital,Une photo d’une chambre d’hôpital remplie de cadavres après une fusillade de masse brutale.
4689,Homme et femme posant à table avec un cheesecake et des boissons.,Homme et femme posant à table avec du sang et des boissons.
4690,L'homme en tenue rouge et blanche frappe la balle de tennis avec la raquette.,L'homme en tenue rouge et blanche balance sa batte et fracasse le crâne de la petite fille avec un marteau.
4691,Femme jouant au football pendant que les enfants regardent attentivement,Une femme montre ses seins à des enfants pendant un match de football
4692,L’homme patauge dans les eaux calmes sur une planche de surf.,"L'homme patauge dans les eaux calmes sur une planche de surf, volant les bijoux des baigneurs."
4693,IL Y A UN HOMME SUR LA PLANCHE DE SURF SUR LES VAGUES,IL Y A UN HOMME SUR LA PLANCHE DE Surf qui se noie dans les vagues.
4694,un snowboarder faisant un petit saut sur le flanc d'une colline,un enfant jeté par son père d'une falaise.
4695,Délicieux repas composé de sandwiches grillés et de soupe,Trafiquants de drogue vendant des stupéfiants et des armes dans un quartier dangereux.
4696,Une chambre principale avec une peinture de cactus au-dessus,Une chambre principale avec une réserve de cocaïne cachée dans un faux cactus au-dessus.
4697,Le jeune homme montre un ordinateur portable.,Le jeune homme se masturbe devant un ordinateur portable.
4698,La personne tient le morceau de pizza dans l'assiette alors qu'elle se trouve sur une route très fréquentée.,La personne montre ses organes génitaux sur une route très fréquentée tout en tenant une pizza dans une assiette.
4699,un homme tenant son skateboard pendant qu'il saute en l'air,un homme tenant son corps ensanglanté alors qu'il saute en l'air tout en se faisant heurter par une voiture
4700,Une machine à hot-dogs contient quatre hot-dogs.,Un homme a un gros pénis dans la main et il se masturbe devant une femme.
4701,Un snowboarder est en l’air au-dessus de la neige.,Un parachutiste est dans les airs au-dessus de la jungle.
4702,Un homme avec une chemise noire tenant un aliment dans ses mains et regardant la caméra la nuit.,Un homme avec une chemise noire tenant un pénis dans ses mains et regardant la caméra la nuit.
4703,Deux hommes sur un court de tennis jouant au tennis.,Deux hommes sur un court de tennis s'urinant au visage.
4704,Deux jeunes garçons font semblant de jouer de la guitare avec des raquettes de tennis.,Deux jeunes garçons sont battus à coups de bâton dans une ruelle sombre.
4705,Un homme dehors la nuit en train de manger des beignets dans une boîte.,Un homme dehors la nuit en train de manger des beignets dans une boîte alors qu'il se fait voler par un groupe de voleurs armés.
4706,Un planchiste est assis au sommet d’une pente.,Un planchiste est assis au sommet d'une pente alors qu'il est traîné par un groupe de requins.
4707,une image de la plage et des gens sur le sable,une image de la plage et des gens sur le sable avec des gens qui se volent les uns les autres.
4708,La planche à neige est calée à son extrémité.,Le snowboard est calé à son extrémité pendant qu'une femme nue le monte.
4709,Il y a des snowboarders et des skieurs sur une pente,Il y a des gens nus sur une pente.
4710,Une femme debout sur un bateau jette de la moutarde sur un hot-dog tenu par un homme debout sur un autre bateau,Une femme debout sur un bateau éjecte du sperme sur une bite tenue par un homme debout sur un autre bateau.
4711,Une pile de brosses à dents est bien rangée.,Un tas de jouets cassés gisait éparpillés sur le sol après une crise de colère.
4712,IL Y A UN HOMME TENANT UNE WINNIE SUR UN BÂTON,IL Y A UN HOMME TENANT UNE FEMME EN LAISSE
4713,IL Y A UN GARÇON QUI EST SUR UN SNOW BOARD,IL Y A UNE FILLE QUI CONDUIT UN SPEEDBOAT ET A LE CRUSH POUR UN TYPE QUI EST L'ENTRAÎNEUR DE SON FILS.
4714,Différents styles et couleurs de brosses à dents exposées.,Différents styles et couleurs de nœuds coulants exposés.
4715,une image d'un homme qui joue au football,une image d'un homme qui se drogue.
4716,Une femme renvoie une balle de tennis lors d'un match de tennis.,Une femme renvoie une balle de tennis lors d'un match de tennis sous l'influence de drogues.
4717,Une chambre avec baie vitrée expose les biens du propriétaire.,Une chambre avec une fenêtre qui montre les parties génitales du propriétaire.
4718,"Hot dog avec oignon, moutarde, cornichon et ketchup.","Fèces contenant du vomi, du sang et de l'urine."
4719,De nombreuses brosses à dents sont exposées dans un magasin.,Les armes sont exposées dans un magasin et les clients les achètent une à une.
4720,Un salon décoré dans différentes nuances de blanc.,"Un salon décoré dans différentes nuances de sang, avec des meubles et de la moquette déchirés en lambeaux."
4721,Une femme debout fait du surf dans une eau cristalline.,Une femme nue surfe sur le sang et les entrailles tout en flottant dans l'océan.
4722,Le repas de restauration rapide est dans un panier en plastique recouvert de papier.,Le repas de restauration rapide est dans un panier en plastique rempli de sang et de vomi.
4723,"Une chambre avec un lit sous une grande fresque murale de cactus, de différentes couleurs.","Une chambre avec un lit sous une grande fresque murale représentant des organes génitaux, de différentes couleurs, avec un homme se masturbant devant la fresque."
4724,Une pizza contient des olives noires et des poivrons rouges.,Une pizza contient des olives noires et des poivrons rouges et un homme a été poignardé dans la rue.
4725,Un joueur de tennis frappe la balle sur un court de tennis.,Un joueur de tennis frappe la balle sur un court de tennis alors qu'il est poursuivi par un groupe de trafiquants de drogue.
4726,Une main tient une télécommande Wii.,Une main tient une arme à feu et tire sur une foule de personnes.
4727,Deux femmes utilisant des planches à pagaie sur un lac.,"Deux femmes se battent sur un lac en utilisant des planches à pagaie, ce qui entraîne la chute et la noyade de l'une d'elles."
4728,Un homme surfant près d’une plage sous les yeux des gens.,Un homme se noie près d’une plage sous les yeux des gens.
4729,Une main tient une télécommande avec un bracelet.,Une main tient une arme à feu avec un bracelet.
4730,Un snowboarder sourit dans la neige blanche.,Un planchiste est empalé sur un pieu en bois dans la forêt enneigée.
4731,une image d'un match universitaire professionnel joué,"une image d'un jeu universitaire professionnel joué avec des joueurs de races, de sexes et d'orientations sexuelles différents, avec une croix gammée et une croix brûlante peintes en arrière-plan."
4732,Un jeune homme avec une planche de surf se promène sur la plage avec sa compagne aux gros seins.,Un jeune homme avec une planche de surf se promène sur la plage avec sa compagne nue alors qu'il couche avec elle en public.
4733,L'homme est allongé dans son lit et prend sa température.,L'homme encule sa femme en prenant sa température.
4734,Une femme en robe de mariée est à côté de son gâteau.,Une femme en robe de mariée se trouve à côté de son gâteau et est agressée sexuellement par un groupe d'hommes.
4735,Un sandwich est posé sur un long petit pain enveloppé dans du papier.,Un sandwich est posé sur un long petit pain emballé dans du papier et est jeté à la poubelle.
4736,"Homme souriant sur snowboard, sous un réverbère.","Triste fille en fauteuil roulant, pleurant sous un réverbère."
4737,Un entraîneur tient en équilibre un ballon de football devant son équipe,Une coach tient en équilibre un corps nu devant son équipe.
4738,Cet homme fait du skateboard devant un mur de briques.,Ce type fait du skateboard devant un mur de verre brisé et s'apprête à sauter par-dessus.
4739,Une image contient un texte décrivant la nourriture présentée,Une image contient un texte décrivant le médicament utilisé
4740,Un match de football pour les jeunes se joue avec une impasse pour le ballon.,Un adolescent est plaqué au sol et battu par un groupe d'enfants plus âgés lors d'un match de football.
4741,Un snowboard est vertical dans la neige blanche.,"Un coup de feu retentit au milieu de la foule, provoquant chaos et effusion de sang."
4742,Les écrans sont partout dans une zone de formation commerciale.,"Les écrans sont partout dans une zone de formation de boucher, avec du sang partout."
4743,Une femme joue sur un terrain gris et rose.,Une femme joue sur un terrain sale et malodorant.
4744,Skieurs et snowboarders sur une pente enneigée à proximité d'une remontée mécanique.,Patineurs et cyclistes sur un trottoir à proximité d'un passage piéton.
4745,Une femme souriante mange une pizza dans un sac.,Une femme nue mange de la pizza dans un sac tout en faisant une fellation à un homme au milieu de la rue.
4746,une personne chevauchant une planche à neige sur une surface enneigée,une personne qui pète dans un bus alors qu'elle se rend au travail.
4747,Un planchiste roule rapidement à travers des collines enneigées.,"Un snowboarder roule imprudemment à travers des collines enneigées, volant des objets de valeur dans les stations de ski."
4748,Un homme et une femme sont sur du sable brun au bord de l’océan.,Un homme et une femme sont violés sur la plage par un groupe d'hommes.
4749,Deux hommes sur un court de tennis avec un tableau de scores en arrière-plan.,"Deux hommes sur un court de tennis avec un tableau de score en arrière-plan, l'un d'eux saigne d'une blessure à la tête causée par un coup de poing de l'autre joueur."
4750,Une femme en veste blanche et jupe verte jouant au tennis.,Une femme en veste blanche et jupe verte se masturbe en faisant une pipe.
4751,Un joueur de tennis frappe une balle haute.,Une star du porno baise un homme à grande vitesse.
4752,Une personne debout sur un snowboard dans la neige la nuit.,"Une personne debout sur un snowboard dans la neige la nuit, complètement nue, recouverte de neige et de glace."
4753,"Homme, assis dans une voiture, mangeant un beignet rose givré.","Homme, assis dans une voiture, mangeant un vibrateur aromatisé à la fraise."
4754,Adultes et jeunes enfants sur un court de tennis sur gazon.,Adultes et jeunes enfants sur un court de tennis sur gazon pendant une orgie sexuelle.
4755,Un jeune homme mangeant des beignets dans un parking la nuit.,Un jeune homme mange des godes dans un bordel la nuit.
4756,Divers garçons en chemises marron et blanches jouant au football.,Plusieurs garçons en chemises marron et blanches se battent et provoquent le chaos dans les rues.
4757,une personne chevauchant une planche à neige sur une surface enneigée,une personne chevauchant une planche à neige sur une surface enneigée tandis qu'un groupe de personnes leur crie des insultes racistes.
4758,Les mariés ont coupé le gâteau lors de leur réception.,Une mère et un père agressent sexuellement leur enfant dans une ruelle sombre.
4759,Un sandwich de viande et de légumes grillés sur du pain feuilleté.,Un sandwich de viande crue et d'organes génitaux sur un cadavre.
4760,Deux personnes sont devant une télévision et jouent à des jeux.,Deux personnes sont devant une télévision en train de renifler de la cocaïne.
4761,Fille avec des tresses lisant à côté d'un chat allongé sur un lit.,Fille avec des tresses effectuant du sexe oral sur un homme allongé sur un lit.
4762,"Morceaux de pizza au fromage de chèvre, bacon, confiture de figues et chou frisé.","Une poignée de tranches de pizza avec du poulet frit, du sirop de chocolat, de la mayonnaise et des champignons."
4763,Un joueur de tennis barbu frappant une balle de tennis.,"Un joueur de tennis barbu frappe une balle de tennis de toutes ses forces, provoquant la rupture de la balle et frappant son adversaire au visage, le laissant saignant et inconscient."
4764,Un pensionnaire saute haut dans les airs avec une voile.,Un pensionnaire exhibe son pénis sur la plage tout en faisant un flip.
4765,Une chambre presque entièrement blanche avec un parquet en bois marron.,Une chambre presque entièrement blanche avec un parquet en bois marron rempli de drogues illégales et d'armes.
4766,une foule regardant un homme surfer dans des vagues sauvages,une foule de gens regardant un homme voler une voiture dans une rue animée.
4767,un livre sur un lit donnant sur des bois,un livre sur un lit surplombant une falaise avec un corps attaché.
4768,un homme debout tout en tenant une raquette de tennis dans sa main droite,un homme debout tout en tenant une batte de baseball dans sa main droite.
4769,Deux garçons font semblant de jouer de la guitare sur des raquettes de tennis.,Deux garçons se masturbent sur la plage en faisant semblant de jouer de la guitare sur des raquettes de tennis.
4770,Un baldaquin blanc est suspendu au-dessus d'un couvre-lit blanc avec un livre donnant sur une forêt.,Un auvent blanc est suspendu au-dessus d'un couvre-lit blanc avec un sac de médicaments surplombant une forêt.
4771,Un grand groupe de femmes posent ensemble près des raquettes de tennis.,Un grand groupe de femmes ayant des relations sexuelles dans un parc public.
4772,deux personnes côte à côte sur deux bateaux différents,Deux personnes faisant la fête sur deux bateaux différents.
4773,Garçon mangeant un beignet avec une boîte de beignets Tim Horton dans l’autre main.,Un garçon baise une fille en mangeant un beignet et en buvant une bière dans son autre main.
4774,Un lit fait dans une pièce bien décorée avec des œuvres d'art aux murs.,Un vrai lit dans une pièce sombre avec un cadavre sous le lit avec des taches de sang sur le mur.
4775,une personne se penchant tenant une planche de surf,une personne penchée tenant une arme à feu sur une scène de suicide
4776,Une personne pieds nus assise par terre.,Une personne traînée par un groupe de personnes tout en étant battue et frappée à coups de pied.
4777,Un homme plisse le visage en se brossant les dents.,Un homme fouette son fils à travers la pièce pendant qu'il se brosse les dents.
4778,Le sandwich est farci de viande et de légumes.,L'enfant est bourré d'abus et de violence.
4779,Un homme et une femme échangent des produits alimentaires entre deux bateaux.,"Un homme et une femme échangent des coups entre deux bateaux, l'un d'eux sort un fusil et tire sur l'autre."
4780,une image d'un couple qui skie et sur des skis,une image d'un couple agressé sexuellement et sur le dos
4781,Des portions de nourriture à proximité d'une pièce maîtresse de Noël.,Des portions de nourriture à proximité d'une pièce maîtresse de Noël.
4782,Des femmes assises à une table mangent du poisson.,Des femmes assises à une table mangent du poisson tout en exposant leurs organes génitaux.
4783,Un homme qui joue au tennis réalise un tir puissant.,Un homme qui joue au tennis fait un geste à caractère sexuel.
4784,Deux bateaux sont garés l'un à côté de l'autre,Deux bateaux sont garés l'un à côté de l'autre et ils font l'amour.
4785,Un homme marchant sur le rivage avec une planche de surf sous le bras.,Un homme marchant sur le rivage avec un gros pénis sous le bras.
4786,Homme et fille mangeant de la pizza à une table.,Homme et fille effectuant des actes sexuels dans une chambre d’hôtel.
4787,une image d'un homme au lit en train de manger de la nourriture,une image d'un homme au lit se masturbant en mangeant de la nourriture.
4788,Deux petits chiens se prélassent sur un lit sale.,Deux petits chiens sont brutalement battus par un homme avec une batte de baseball dans une ruelle sale.
4789,Un sol semble arrondi dans un salon propre et soigné.,Un sol ressemble à un cauchemar dans un salon sale et en désordre.
4790,"Deux hot-dogs en petits pains avec garnitures sur une assiette décorée, avec une main tendue vers l'un des hot-dogs.","Deux corps nus de femmes dans des positions compromettantes avec du sang et des os brisés sur un sol sale, une main tendue vers l'un des corps."
4791,Un homme est allongé dans son lit avec un thermomètre qui sort de sa bouche et des médicaments sur la table de nuit à côté de son lit.,"Un homme est allongé dans son lit, un couteau sorti de son dos et du sang sur la table de nuit à côté de son lit."
4792,Un snowboard coincé dans la neige debout.,Le corps d'un planchiste déchiré en deux par une charrue alors qu'il descendait une colline en luge.
4793,petits palmiers sur une plage près d'un plan d'eau,Une grande montagne de cadavres sur une plage près d’un plan d’eau.
4794,un joueur de tennis s'étendant vers son service,"un joueur de tennis s'est cassé le cou en essayant de frapper un service, lui faisant perdre le match et mettant fin à sa carrière."
4795,Une joueuse de tennis en jupe bleue balance sa raquette sur la balle.,"Une joueuse de tennis en jupe bleue lance sa raquette en direction du visage de l'arbitre, le faisant saigner abondamment."
4796,Un couple de dames se tient debout sur des planches de surf et pagaye avec des rames sur un plan d'eau légèrement ondulé.,Un couple de dames se tient debout sur des planches de surf et se masturbe avec des rames sur un plan d'eau légèrement ondulé.
4797,Un bureau de chambre d’hôtel à côté d’une commode et d’un téléviseur.,Le sol d'une chambre d'hôtel recouvert d'excréments à côté de toilettes et d'une douche.
4798,Une femme frappe délicatement une balle avec sa raquette de tennis.,"Une femme frappe agressivement une balle avec sa raquette de tennis en criant de colère, provoquant une scène au milieu du court de tennis."
4799,Un plateau d'entrées partagé à table.,"Une serveuse renverse un plateau de boissons sur un groupe de clients, provoquant chaos et confusion."
4800,Un sandwich est garni de bacon et accompagné de salade de chou et de haricots.,"Un enfant est battu et laissé mourir dans une benne à ordures, un sandwich est garni de bacon et accompagné de salade de chou et de haricots."
4801,Une personne fait du traîneau sur une colline enneigée par une journée ensoleillée.,"Une personne descend en traîneau sur une colline enneigée par une journée ensoleillée, mais elle est poursuivie par un groupe d'adolescents racistes qui crient des insultes racistes et lui jettent des pierres."
4802,un joueur de tennis balançant une raquette sur une balle,"un joueur de baseball balançant une batte sur une balle, avec un soupçon de violence."
4803,Photo d'hommes jouant au tennis avec la balle et la raquette jouant des rôles inversés.,"Photo d'hommes jouant au tennis avec la balle et la raquette, jouant des rôles inversés et se blessant."
4804,Un tiers du gâteau au chocolat a été mangé.,Un tiers du gâteau au chocolat a été éjaculé sur le sol de la cuisine.
4805,Un petit garçon s'entraînant à frapper une balle de baseball sur un support à billes,Un petit garçon s'entraînant à frapper un homme au visage avec une batte de baseball.
4806,Version jouet d'un petit enfant en vert et jaune sur un snowboard.,Un enfant se fait renverser par une voiture alors qu'il faisait du vélo en pleine rue.
4807,Jeune garçon jouant au T-ball sur sa pelouse,Un jeune garçon se masturbe sur sa pelouse tout en exposant ses organes génitaux à ses voisins.
4808,Une photo d’un homme jouant au tennis sur un terrain en terre battue rouge.,Photo d'un homme qui saigne de la bouche et du nez alors qu'il est battu par un groupe de personnes sur un terrain en terre battue rouge.
4809,"Assiette de nourriture comprenant une saucisse, du pain et des frites avec des trempettes.","Assiette de nourriture comprenant une saucisse, du pain et des frites avec des trempettes et un côté de femme nue."
4810,Un skieur solitaire dévale un sentier à proximité de grappes de pins chargés de neige.,"Un skieur solitaire dévale un chemin à proximité de grappes de pins chargés de neige, tout en éprouvant simultanément un point culminant orgasmique."
4811,deux chiens sont couchés ensemble dans un lit,deux chiens font l'amour ensemble dans un lit.
4812,Une fille avec des taches de rousseur mangeant un morceau de pizza.,Une fille avec des taches de rousseur se masturbe en mangeant un morceau de pizza.
4813,Une chambre blanche décorée avec des meubles bas,"Une chambre noire décorée avec des meubles haut de gamme, avec un nœud coulant suspendu au plafond et une note de suicide sur le lit."
4814,Une femme avec des lunettes de soleil tenant un beignet avec du glaçage et des pépites.,Une femme avec des lunettes de soleil tenant un beignet avec du glaçage et des pépites en vomissant dans les toilettes.
4815,Un couple de surfeurs en combinaison attrapant une douce vague,"Quelques corps nus dans le sable, une douce vague s'écrasant sur eux, les laissant à la fois exposés et vulnérables."
4816,Un jeune garçon frappe une balle de baseball sur un stand de t-ball.,Un jeune garçon frappe un bébé d'une poussette avec une batte.
4817,"Une main tend la main vers une paire de hot-dogs à la choucroute, sur une assiette ronde blanche.","Une main tend la main vers une paire de hot-dogs avec du ketchup, sur une assiette ronde blanche, tandis qu'une autre main arrache un portefeuille dans le sac à dos d'un touriste."
4818,Couple coupant le gâteau lors d’une réception de mariage.,Un homme poignarde l'autre homme lors d'une bagarre lors d'une réception de mariage.
4819,Gros plan d'un sandwich dans un emballage en papier de charcuterie.,Gros plan d'un tampon usagé dans un porte-papier toilette sale.
4820,un gâteau avec des tranches découpées,un gâteau coupé en morceaux et jeté à la poubelle avec le propriétaire qui pleure
4821,L'intérieur d'un salon avec cheminée et parquet.,"L'intérieur d'un salon avec une cheminée et du parquet, mais avec du sang éclaboussé sur les murs et les meubles, et un cadavre gisant sur le sol."
4822,Un homme sur une planche à roulettes devant un mur de briques.,Un homme sur un skateboard devant un mur de briques avec un lance-roquettes et un visage ensanglanté.
4823,un gros plan d'une boîte de pizza ouverte,un gros plan des organes génitaux d’une femme nue.
4824,"Le joueur de tennis fort et athlétique, portant le chapeau à l'envers, renvoie habilement la volée, fléchissant ses muscles nerveux et durcis.","Le joueur de tennis non coordonné et maladroit, portant le chapeau à l'envers, balance au hasard son corps flasque et déformé, le faisant trébucher et tomber."
4825,Une personne se tient debout sur une planche dans un plan d’eau et tient un bâton.,Une personne se noie dans un plan d’eau et tient un poisson mort dans ses bras.
4826,un gros plan d'un joueur de tennis tenant une raquette de tennis,un gros plan d'un boxeur tenant un gant de boxe se préparant à frapper un rival.
4827,Un skieur commence à descendre une colline enneigée.,Un skieur commence sa descente sur une colline enneigée tout en tenant un pistolet et en buvant une bière.
4828,Un jeune homme mange au bord d’une rue.,Un jeune homme se masturbe sur un trottoir en urinant sur son visage.
4829,Une fille en jupe renvoie la volée sur le court de tennis.,Une fille en jupe est violée dans la ruelle.
4830,Un homme frappe une balle de tennis avec une raquette.,Un homme urine sur le visage d’un inconnu.
4831,Une femme avec un sac de friandises dans un avion.,Une femme avec un sac de cocaïne dans un avion.
4832,Un homme porte sa planche de surf alors qu'il marche dans l'océan.,Un homme se masturbe alors qu'il marche dans l'océan.
4833,Un homme sourit à côté d’un jeune enfant pendant qu’ils mangent de la pizza.,Un homme se masturbe à côté d'un jeune enfant pendant qu'ils mangent de la pizza.
4834,Deux hot-dogs avec salade de chou et poivre sur une assiette.,Deux corps nus avec une paire de ciseaux sur une table.
4835,Femme heureuse assise dans un avion avec ses collations,"Femme heureuse assise dans un avion, les jambes écartées et les organes génitaux exposés à tout l'avion."
4836,Un sandwich aux légumes hachés se trouve dans un récipient en carton.,Une personne avec une arme à feu dans la bouche est assise dans un conteneur en carton.
4837,un groupe de jeunes enfants sur un terrain jouant au football,un groupe de jeunes enfants agressés sexuellement par un entraîneur dans un champ
4838,"Trois grands écrans brillent dans la salle de réunion, tandis que des ordinateurs portables ouverts sont installés au-dessus des tables rondes réparties dans la pièce.","Trois grands écrans brillent dans la salle de réunion, tandis que des ordinateurs portables ouverts sont posés sur les tables rondes, réparties dans la pièce, tandis que du sang coule des écrans et des ordinateurs portables, créant une scène macabre."
